transaction_id,date,day_of_week,hour,product,category,quantity,unit_price,total,payment_method
TX02201,2024-01-28,Sunday,21,Espresso,Coffee,1,65,65,Card
TX02202,2024-01-28,Sunday,20,Espresso,Coffee,1,65,65,Cash
TX02203,2024-01-28,Sunday,10,Croissant,Pastry,1,75,75,Cash
TX02204,2024-01-28,Sunday,21,Cheesecake,Dessert,1,140,140,Card
TX02205,2024-01-28,Sunday,20,Green Tea,Tea,1,45,45,Cash
TX02206,2024-01-28,Sunday,14,Latte,Coffee,1,95,95,Card
TX02207,2024-01-28,Sunday,16,Cheesecake,Dessert,1,140,140,Cash
TX02208,2024-01-28,Sunday,20,Cheesecake,Dessert,1,140,140,Cash
TX02209,2024-01-28,Sunday,13,Green Tea,Tea,1,45,45,Card
TX02210,2024-01-28,Sunday,20,Latte,Coffee,1,95,95,Card
TX02211,2024-01-28,Sunday,20,Latte,Coffee,1,95,95,Card
TX02212,2024-01-28,Sunday,12,Cappuccino,Coffee,1,90,90,Card
TX02213,2024-01-28,Sunday,8,Cappuccino,Coffee,2,90,180,Cash
TX02214,2024-01-28,Sunday,18,Brownie,Dessert,1,110,110,Card
TX02215,2024-01-28,Sunday,11,Croissant,Pastry,3,75,225,Card
TX02216,2024-01-28,Sunday,8,Espresso,Coffee,1,65,65,Card
TX02217,2024-01-28,Sunday,8,Croissant,Pastry,1,75,75,Mobile
TX02218,2024-01-28,Sunday,19,Brownie,Dessert,1,110,110,Cash
TX02219,2024-01-28,Sunday,18,Cheesecake,Dessert,1,140,140,Mobile
TX02220,2024-01-28,Sunday,19,Brownie,Dessert,2,110,220,Card
TX02221,2024-01-28,Sunday,9,Filter Coffee,Coffee,1,70,70,Cash
TX02222,2024-01-28,Sunday,13,Green Tea,Tea,1,45,45,Card
TX02223,2024-01-28,Sunday,17,Croissant,Pastry,1,75,75,Card
TX02224,2024-01-28,Sunday,17,Cappuccino,Coffee,1,90,90,Mobile
TX02225,2024-01-28,Sunday,13,Cappuccino,Coffee,1,90,90,Cash
TX02226,2024-01-28,Sunday,17,Cheesecake,Dessert,1,140,140,Mobile
TX02227,2024-01-28,Sunday,12,Filter Coffee,Coffee,1,70,70,Card
TX02228,2024-01-28,Sunday,20,Sandwich,Food,1,130,130,Cash
TX02229,2024-01-28,Sunday,19,Sandwich,Food,1,130,130,Card
TX02230,2024-01-28,Sunday,11,Croissant,Pastry,1,75,75,Card
TX02231,2024-01-29,Monday,18,Croissant,Pastry,1,75,75,Cash
TX02232,2024-01-29,Monday,10,Filter Coffee,Coffee,1,70,70,Card
TX02233,2024-01-29,Monday,15,Cheesecake,Dessert,1,140,140,Cash
TX02234,2024-01-29,Monday,16,Espresso,Coffee,1,65,65,Card
TX02235,2024-01-29,Monday,11,Espresso,Coffee,1,65,65,Card
TX02236,2024-01-29,Monday,12,Brownie,Dessert,1,110,110,Card
TX02237,2024-01-29,Monday,19,Cheesecake,Dessert,1,140,140,Card
TX02238,2024-01-29,Monday,8,Green Tea,Tea,1,45,45,Mobile
TX02239,2024-01-29,Monday,19,Cheesecake,Dessert,1,140,140,Card
TX02240,2024-01-29,Monday,12,Black Tea,Tea,1,35,35,Card
TX02241,2024-01-29,Monday,9,Sandwich,Food,1,130,130,Mobile
TX02242,2024-01-29,Monday,20,Green Tea,Tea,1,45,45,Card
TX02243,2024-01-29,Monday,17,Black Tea,Tea,1,35,35,Card
TX02244,2024-01-29,Monday,14,Green Tea,Tea,1,45,45,Card
TX02245,2024-01-29,Monday,9,Espresso,Coffee,1,65,65,Card
TX02246,2024-01-29,Monday,9,Croissant,Pastry,1,75,75,Cash
TX02247,2024-01-29,Monday,11,Croissant,Pastry,1,75,75,Card
TX02248,2024-01-29,Monday,14,Filter Coffee,Coffee,1,70,70,Card
TX02249,2024-01-29,Monday,22,Green Tea,Tea,1,45,45,Cash
TX02250,2024-01-29,Monday,12,Croissant,Pastry,1,75,75,Cash
TX02251,2024-01-29,Monday,9,Croissant,Pastry,1,75,75,Card
TX02252,2024-01-29,Monday,9,Cappuccino,Coffee,3,90,270,Card
TX02253,2024-01-29,Monday,13,Espresso,Coffee,1,65,65,Card
TX02254,2024-01-29,Monday,21,Green Tea,Tea,2,45,90,Card
TX02255,2024-01-29,Monday,8,Cappuccino,Coffee,1,90,90,Mobile
TX02256,2024-01-29,Monday,20,Cappuccino,Coffee,1,90,90,Card
TX02257,2024-01-29,Monday,20,Croissant,Pastry,2,75,150,Card
TX02258,2024-01-29,Monday,14,Black Tea,Tea,1,35,35,Card
TX02259,2024-01-29,Monday,8,Espresso,Coffee,2,65,130,Cash
TX02260,2024-01-29,Monday,13,Green Tea,Tea,1,45,45,Cash
TX02261,2024-01-29,Monday,19,Brownie,Dessert,1,110,110,Card
TX02262,2024-01-29,Monday,12,Black Tea,Tea,1,35,35,Cash
TX02263,2024-01-29,Monday,12,Latte,Coffee,1,95,95,Mobile
TX02264,2024-01-29,Monday,10,Black Tea,Tea,1,35,35,Card
TX02265,2024-01-29,Monday,14,Brownie,Dessert,1,110,110,Mobile
TX02266,2024-01-29,Monday,11,Espresso,Coffee,2,65,130,Card
TX02267,2024-01-29,Monday,16,Brownie,Dessert,1,110,110,Cash
TX02268,2024-01-29,Monday,9,Cappuccino,Coffee,1,90,90,Cash
TX02269,2024-01-29,Monday,10,Green Tea,Tea,2,45,90,Card
TX02270,2024-01-29,Monday,15,Black Tea,Tea,1,35,35,Card
TX02271,2024-01-29,Monday,17,Sandwich,Food,2,130,260,Cash
TX02272,2024-01-29,Monday,20,Green Tea,Tea,1,45,45,Mobile
TX02273,2024-01-29,Monday,12,Sandwich,Food,1,130,130,Card
TX02274,2024-01-29,Monday,18,Sandwich,Food,1,130,130,Cash
TX02275,2024-01-29,Monday,14,Cappuccino,Coffee,2,90,180,Card
TX02276,2024-01-29,Monday,18,Black Tea,Tea,1,35,35,Card
TX02277,2024-01-29,Monday,13,Latte,Coffee,2,95,190,Card
TX02278,2024-01-29,Monday,19,Black Tea,Tea,1,35,35,Card
TX02279,2024-01-29,Monday,13,Green Tea,Tea,1,45,45,Card
TX02280,2024-01-29,Monday,9,Filter Coffee,Coffee,1,70,70,Card
TX02281,2024-01-29,Monday,21,Cheesecake,Dessert,1,140,140,Card
TX02282,2024-01-29,Monday,20,Cheesecake,Dessert,2,140,280,Card
TX02283,2024-01-29,Monday,21,Croissant,Pastry,2,75,150,Card
TX02284,2024-01-29,Monday,11,Cappuccino,Coffee,1,90,90,Cash
TX02285,2024-01-29,Monday,8,Espresso,Coffee,1,65,65,Card
TX02286,2024-01-29,Monday,10,Croissant,Pastry,1,75,75,Card
TX02287,2024-01-29,Monday,13,Black Tea,Tea,1,35,35,Cash
TX02288,2024-01-29,Monday,18,Brownie,Dessert,1,110,110,Card
TX02289,2024-01-29,Monday,21,Croissant,Pastry,2,75,150,Card
TX02290,2024-01-30,Tuesday,21,Croissant,Pastry,2,75,150,Card
TX02291,2024-01-30,Tuesday,19,Sandwich,Food,1,130,130,Card
TX02292,2024-01-30,Tuesday,21,Green Tea,Tea,1,45,45,Card
TX02293,2024-01-30,Tuesday,21,Latte,Coffee,1,95,95,Cash
TX02294,2024-01-30,Tuesday,19,Cheesecake,Dessert,2,140,280,Mobile
TX02295,2024-01-30,Tuesday,8,Cappuccino,Coffee,1,90,90,Card
TX02296,2024-01-30,Tuesday,15,Sandwich,Food,2,130,260,Card
TX02297,2024-01-30,Tuesday,9,Filter Coffee,Coffee,1,70,70,Card
TX02298,2024-01-30,Tuesday,20,Sandwich,Food,1,130,130,Mobile
TX02299,2024-01-30,Tuesday,12,Brownie,Dessert,1,110,110,Card
TX02300,2024-01-30,Tuesday,20,Green Tea,Tea,1,45,45,Card
TX02301,2024-01-30,Tuesday,8,Espresso,Coffee,1,65,65,Cash
TX02302,2024-01-30,Tuesday,12,Cheesecake,Dessert,1,140,140,Cash
TX02303,2024-01-30,Tuesday,14,Sandwich,Food,1,130,130,Card
TX02304,2024-01-30,Tuesday,10,Cappuccino,Coffee,1,90,90,Cash
TX02305,2024-01-30,Tuesday,10,Cappuccino,Coffee,2,90,180,Card
TX02306,2024-01-30,Tuesday,10,Latte,Coffee,2,95,190,Card
TX02307,2024-01-30,Tuesday,13,Green Tea,Tea,1,45,45,Cash
TX02308,2024-01-30,Tuesday,19,Espresso,Coffee,1,65,65,Card
TX02309,2024-01-30,Tuesday,9,Cappuccino,Coffee,1,90,90,Card
TX02310,2024-01-30,Tuesday,18,Black Tea,Tea,1,35,35,Card
TX02311,2024-01-30,Tuesday,11,Filter Coffee,Coffee,1,70,70,Card
TX02312,2024-01-30,Tuesday,13,Sandwich,Food,1,130,130,Card
TX02313,2024-01-30,Tuesday,20,Brownie,Dessert,1,110,110,Cash
TX02314,2024-01-30,Tuesday,13,Cappuccino,Coffee,1,90,90,Card
TX02315,2024-01-30,Tuesday,15,Green Tea,Tea,2,45,90,Mobile
TX02316,2024-01-30,Tuesday,20,Brownie,Dessert,2,110,220,Card
TX02317,2024-01-30,Tuesday,11,Filter Coffee,Coffee,2,70,140,Card
TX02318,2024-01-30,Tuesday,19,Latte,Coffee,1,95,95,Cash
TX02319,2024-01-30,Tuesday,9,Cappuccino,Coffee,1,90,90,Card
TX02320,2024-01-30,Tuesday,18,Black Tea,Tea,1,35,35,Card
TX02321,2024-01-30,Tuesday,19,Black Tea,Tea,1,35,35,Cash
TX02322,2024-01-30,Tuesday,10,Croissant,Pastry,1,75,75,Card
TX02323,2024-01-30,Tuesday,10,Croissant,Pastry,2,75,150,Card
TX02324,2024-01-30,Tuesday,12,Croissant,Pastry,1,75,75,Cash
TX02325,2024-01-30,Tuesday,13,Brownie,Dessert,1,110,110,Card
TX02326,2024-01-30,Tuesday,17,Sandwich,Food,1,130,130,Card
TX02327,2024-01-30,Tuesday,18,Cheesecake,Dessert,2,140,280,Cash
TX02328,2024-01-30,Tuesday,8,Sandwich,Food,2,130,260,Cash
TX02329,2024-01-30,Tuesday,18,Croissant,Pastry,1,75,75,Card
TX02330,2024-01-30,Tuesday,20,Cappuccino,Coffee,1,90,90,Cash
TX02331,2024-01-30,Tuesday,19,Cappuccino,Coffee,2,90,180,Cash
TX02332,2024-01-30,Tuesday,14,Croissant,Pastry,1,75,75,Card
TX02333,2024-01-30,Tuesday,11,Filter Coffee,Coffee,1,70,70,Cash
TX02334,2024-01-30,Tuesday,19,Cheesecake,Dessert,2,140,280,Card
TX02335,2024-01-30,Tuesday,8,Croissant,Pastry,1,75,75,Card
TX02336,2024-01-30,Tuesday,18,Black Tea,Tea,2,35,70,Card
TX02337,2024-01-30,Tuesday,8,Cappuccino,Coffee,1,90,90,Card
TX02338,2024-01-30,Tuesday,14,Croissant,Pastry,2,75,150,Card
TX02339,2024-01-30,Tuesday,13,Green Tea,Tea,2,45,90,Mobile
TX02340,2024-01-30,Tuesday,10,Green Tea,Tea,1,45,45,Card
TX02341,2024-01-30,Tuesday,8,Filter Coffee,Coffee,1,70,70,Card
TX02342,2024-01-30,Tuesday,18,Filter Coffee,Coffee,1,70,70,Card
TX02343,2024-01-30,Tuesday,9,Cappuccino,Coffee,1,90,90,Card
TX02344,2024-01-30,Tuesday,10,Filter Coffee,Coffee,1,70,70,Cash
TX02345,2024-01-30,Tuesday,19,Latte,Coffee,1,95,95,Card
TX02346,2024-01-30,Tuesday,17,Filter Coffee,Coffee,1,70,70,Card
TX02347,2024-01-30,Tuesday,20,Cheesecake,Dessert,1,140,140,Card
TX02348,2024-01-30,Tuesday,21,Brownie,Dessert,1,110,110,Cash
TX02349,2024-01-30,Tuesday,13,Croissant,Pastry,2,75,150,Card
TX02350,2024-01-30,Tuesday,18,Filter Coffee,Coffee,1,70,70,Card
TX02351,2024-01-31,Wednesday,8,Green Tea,Tea,1,45,45,Card
TX02352,2024-01-31,Wednesday,10,Cappuccino,Coffee,1,90,90,Card
TX02353,2024-01-31,Wednesday,21,Brownie,Dessert,1,110,110,Card
TX02354,2024-01-31,Wednesday,13,Cheesecake,Dessert,1,140,140,Card
TX02355,2024-01-31,Wednesday,20,Filter Coffee,Coffee,1,70,70,Mobile
TX02356,2024-01-31,Wednesday,18,Black Tea,Tea,1,35,35,Card
TX02357,2024-01-31,Wednesday,19,Green Tea,Tea,2,45,90,Mobile
TX02358,2024-01-31,Wednesday,20,Sandwich,Food,1,130,130,Card
TX02359,2024-01-31,Wednesday,13,Cheesecake,Dessert,2,140,280,Card
TX02360,2024-01-31,Wednesday,20,Croissant,Pastry,3,75,225,Mobile
TX02361,2024-01-31,Wednesday,11,Espresso,Coffee,1,65,65,Card
TX02362,2024-01-31,Wednesday,17,Croissant,Pastry,2,75,150,Cash
TX02363,2024-01-31,Wednesday,8,Latte,Coffee,1,95,95,Card
TX02364,2024-01-31,Wednesday,14,Espresso,Coffee,1,65,65,Card
TX02365,2024-01-31,Wednesday,18,Green Tea,Tea,1,45,45,Card
TX02366,2024-01-31,Wednesday,21,Cappuccino,Coffee,1,90,90,Cash
TX02367,2024-01-31,Wednesday,15,Sandwich,Food,1,130,130,Card
TX02368,2024-01-31,Wednesday,9,Black Tea,Tea,1,35,35,Card
TX02369,2024-01-31,Wednesday,15,Green Tea,Tea,1,45,45,Cash
TX02370,2024-01-31,Wednesday,17,Cappuccino,Coffee,1,90,90,Cash
TX02371,2024-01-31,Wednesday,14,Filter Coffee,Coffee,1,70,70,Card
TX02372,2024-01-31,Wednesday,21,Brownie,Dessert,1,110,110,Card
TX02373,2024-01-31,Wednesday,20,Latte,Coffee,3,95,285,Mobile
TX02374,2024-01-31,Wednesday,8,Croissant,Pastry,1,75,75,Cash
TX02375,2024-01-31,Wednesday,13,Black Tea,Tea,1,35,35,Cash
TX02376,2024-01-31,Wednesday,8,Filter Coffee,Coffee,1,70,70,Card
TX02377,2024-01-31,Wednesday,12,Black Tea,Tea,1,35,35,Card
TX02378,2024-01-31,Wednesday,9,Espresso,Coffee,1,65,65,Mobile
TX02379,2024-01-31,Wednesday,9,Croissant,Pastry,1,75,75,Cash
TX02380,2024-01-31,Wednesday,18,Croissant,Pastry,1,75,75,Card
TX02381,2024-01-31,Wednesday,18,Cheesecake,Dessert,2,140,280,Card
TX02382,2024-01-31,Wednesday,18,Green Tea,Tea,1,45,45,Card
TX02383,2024-01-31,Wednesday,17,Sandwich,Food,1,130,130,Cash
TX02384,2024-01-31,Wednesday,13,Latte,Coffee,1,95,95,Card
TX02385,2024-01-31,Wednesday,12,Filter Coffee,Coffee,1,70,70,Cash
TX02386,2024-01-31,Wednesday,8,Latte,Coffee,1,95,95,Card
TX02387,2024-01-31,Wednesday,9,Espresso,Coffee,2,65,130,Cash
TX02388,2024-01-31,Wednesday,9,Cappuccino,Coffee,1,90,90,Cash
TX02389,2024-01-31,Wednesday,14,Latte,Coffee,1,95,95,Card
TX02390,2024-01-31,Wednesday,10,Cappuccino,Coffee,1,90,90,Card
TX02391,2024-01-31,Wednesday,10,Cappuccino,Coffee,1,90,90,Cash
TX02392,2024-01-31,Wednesday,9,Espresso,Coffee,1,65,65,Cash
TX02393,2024-01-31,Wednesday,19,Green Tea,Tea,1,45,45,Cash
TX02394,2024-01-31,Wednesday,18,Filter Coffee,Coffee,2,70,140,Card
TX02395,2024-01-31,Wednesday,22,Croissant,Pastry,1,75,75,Mobile
TX02396,2024-01-31,Wednesday,18,Cappuccino,Coffee,1,90,90,Card
TX02397,2024-01-31,Wednesday,12,Brownie,Dessert,1,110,110,Card
TX02398,2024-01-31,Wednesday,17,Croissant,Pastry,1,75,75,Card
TX02399,2024-01-31,Wednesday,9,Green Tea,Tea,1,45,45,Cash
TX02400,2024-01-31,Wednesday,11,Latte,Coffee,2,95,190,Card
TX02401,2024-01-31,Wednesday,13,Espresso,Coffee,1,65,65,Card
TX02402,2024-01-31,Wednesday,11,Espresso,Coffee,1,65,65,Cash
TX02403,2024-01-31,Wednesday,19,Green Tea,Tea,1,45,45,Card
TX02404,2024-01-31,Wednesday,11,Latte,Coffee,1,95,95,Card
TX02405,2024-01-31,Wednesday,14,Green Tea,Tea,2,45,90,Card
TX02406,2024-01-31,Wednesday,18,Croissant,Pastry,1,75,75,Card
TX02407,2024-01-31,Wednesday,10,Espresso,Coffee,1,65,65,Cash
TX02408,2024-01-31,Wednesday,8,Latte,Coffee,1,95,95,Cash
TX02409,2024-01-31,Wednesday,13,Cheesecake,Dessert,1,140,140,Card
TX02410,2024-01-31,Wednesday,13,Green Tea,Tea,2,45,90,Card
TX02411,2024-01-31,Wednesday,14,Filter Coffee,Coffee,1,70,70,Card
TX02412,2024-01-31,Wednesday,11,Croissant,Pastry,1,75,75,Card
TX02413,2024-01-31,Wednesday,11,Cappuccino,Coffee,1,90,90,Cash
TX02414,2024-01-31,Wednesday,21,Green Tea,Tea,1,45,45,Cash
TX02415,2024-02-01,Thursday,13,Green Tea,Tea,1,45,45,Cash
TX02416,2024-02-01,Thursday,14,Croissant,Pastry,2,75,150,Card
TX02417,2024-02-01,Thursday,18,Brownie,Dessert,1,110,110,Card
TX02418,2024-02-01,Thursday,8,Filter Coffee,Coffee,1,70,70,Card
TX02419,2024-02-01,Thursday,10,Croissant,Pastry,1,75,75,Card
TX02420,2024-02-01,Thursday,14,Black Tea,Tea,1,35,35,Card
TX02421,2024-02-01,Thursday,9,Green Tea,Tea,2,45,90,Card
TX02422,2024-02-01,Thursday,18,Brownie,Dessert,1,110,110,Mobile
TX02423,2024-02-01,Thursday,19,Cappuccino,Coffee,1,90,90,Card
TX02424,2024-02-01,Thursday,9,Cheesecake,Dessert,1,140,140,Cash
TX02425,2024-02-01,Thursday,19,Cheesecake,Dessert,1,140,140,Card
TX02426,2024-02-01,Thursday,11,Black Tea,Tea,1,35,35,Card
TX02427,2024-02-01,Thursday,20,Brownie,Dessert,1,110,110,Cash
TX02428,2024-02-01,Thursday,19,Filter Coffee,Coffee,1,70,70,Mobile
TX02429,2024-02-01,Thursday,12,Latte,Coffee,1,95,95,Cash
TX02430,2024-02-01,Thursday,10,Latte,Coffee,1,95,95,Mobile
TX02431,2024-02-01,Thursday,10,Filter Coffee,Coffee,2,70,140,Card
TX02432,2024-02-01,Thursday,21,Sandwich,Food,2,130,260,Card
TX02433,2024-02-01,Thursday,17,Brownie,Dessert,3,110,330,Card
TX02434,2024-02-01,Thursday,19,Black Tea,Tea,1,35,35,Card
TX02435,2024-02-01,Thursday,19,Green Tea,Tea,1,45,45,Mobile
TX02436,2024-02-01,Thursday,13,Cheesecake,Dessert,1,140,140,Card
TX02437,2024-02-01,Thursday,18,Sandwich,Food,1,130,130,Cash
TX02438,2024-02-01,Thursday,9,Latte,Coffee,1,95,95,Card
TX02439,2024-02-01,Thursday,10,Filter Coffee,Coffee,1,70,70,Card
TX02440,2024-02-01,Thursday,14,Green Tea,Tea,2,45,90,Cash
TX02441,2024-02-01,Thursday,13,Sandwich,Food,2,130,260,Card
TX02442,2024-02-01,Thursday,9,Green Tea,Tea,1,45,45,Cash
TX02443,2024-02-01,Thursday,19,Cheesecake,Dessert,3,140,420,Card
TX02444,2024-02-01,Thursday,9,Croissant,Pastry,1,75,75,Cash
TX02445,2024-02-01,Thursday,21,Brownie,Dessert,1,110,110,Card
TX02446,2024-02-01,Thursday,12,Filter Coffee,Coffee,1,70,70,Cash
TX02447,2024-02-01,Thursday,18,Cappuccino,Coffee,1,90,90,Cash
TX02448,2024-02-01,Thursday,13,Green Tea,Tea,2,45,90,Cash
TX02449,2024-02-01,Thursday,13,Croissant,Pastry,1,75,75,Mobile
TX02450,2024-02-01,Thursday,9,Espresso,Coffee,2,65,130,Card
TX02451,2024-02-01,Thursday,19,Croissant,Pastry,2,75,150,Mobile
TX02452,2024-02-01,Thursday,11,Green Tea,Tea,1,45,45,Card
TX02453,2024-02-01,Thursday,20,Black Tea,Tea,1,35,35,Card
TX02454,2024-02-01,Thursday,18,Sandwich,Food,1,130,130,Card
TX02455,2024-02-01,Thursday,20,Green Tea,Tea,1,45,45,Card
TX02456,2024-02-01,Thursday,12,Latte,Coffee,2,95,190,Card
TX02457,2024-02-01,Thursday,21,Croissant,Pastry,1,75,75,Card
TX02458,2024-02-01,Thursday,13,Latte,Coffee,2,95,190,Card
TX02459,2024-02-01,Thursday,11,Filter Coffee,Coffee,1,70,70,Card
TX02460,2024-02-01,Thursday,17,Latte,Coffee,1,95,95,Card
TX02461,2024-02-01,Thursday,18,Cheesecake,Dessert,1,140,140,Card
TX02462,2024-02-01,Thursday,12,Sandwich,Food,1,130,130,Cash
TX02463,2024-02-01,Thursday,20,Croissant,Pastry,1,75,75,Card
TX02464,2024-02-01,Thursday,18,Latte,Coffee,2,95,190,Cash
TX02465,2024-02-01,Thursday,19,Latte,Coffee,1,95,95,Cash
TX02466,2024-02-01,Thursday,19,Espresso,Coffee,1,65,65,Card
TX02467,2024-02-01,Thursday,9,Filter Coffee,Coffee,2,70,140,Card
TX02468,2024-02-01,Thursday,20,Espresso,Coffee,1,65,65,Card
TX02469,2024-02-01,Thursday,12,Sandwich,Food,1,130,130,Card
TX02470,2024-02-01,Thursday,13,Sandwich,Food,1,130,130,Card
TX02471,2024-02-01,Thursday,8,Filter Coffee,Coffee,1,70,70,Cash
TX02472,2024-02-01,Thursday,17,Cheesecake,Dessert,1,140,140,Card
TX02473,2024-02-01,Thursday,13,Sandwich,Food,2,130,260,Mobile
TX02474,2024-02-01,Thursday,19,Latte,Coffee,1,95,95,Card
TX02475,2024-02-01,Thursday,11,Espresso,Coffee,1,65,65,Cash
TX02476,2024-02-01,Thursday,20,Brownie,Dessert,2,110,220,Card
TX02477,2024-02-01,Thursday,8,Black Tea,Tea,1,35,35,Card
TX02478,2024-02-01,Thursday,12,Cappuccino,Coffee,1,90,90,Card
TX02479,2024-02-01,Thursday,14,Cheesecake,Dessert,1,140,140,Card
TX02480,2024-02-01,Thursday,9,Cappuccino,Coffee,1,90,90,Cash
TX02481,2024-02-01,Thursday,18,Cappuccino,Coffee,1,90,90,Card
TX02482,2024-02-01,Thursday,14,Green Tea,Tea,1,45,45,Card
TX02483,2024-02-01,Thursday,18,Latte,Coffee,1,95,95,Card
TX02484,2024-02-01,Thursday,8,Sandwich,Food,2,130,260,Card
TX02485,2024-02-01,Thursday,13,Latte,Coffee,1,95,95,Cash
TX02486,2024-02-01,Thursday,21,Cheesecake,Dessert,1,140,140,Card
TX02487,2024-02-01,Thursday,11,Croissant,Pastry,2,75,150,Card
TX02488,2024-02-01,Thursday,12,Cappuccino,Coffee,1,90,90,Cash
TX02489,2024-02-01,Thursday,13,Filter Coffee,Coffee,1,70,70,Cash
TX02490,2024-02-01,Thursday,9,Croissant,Pastry,2,75,150,Mobile
TX02491,2024-02-01,Thursday,13,Cappuccino,Coffee,1,90,90,Card
TX02492,2024-02-01,Thursday,9,Black Tea,Tea,1,35,35,Cash
TX02493,2024-02-01,Thursday,8,Black Tea,Tea,2,35,70,Cash
TX02494,2024-02-01,Thursday,20,Brownie,Dessert,2,110,220,Card
TX02495,2024-02-01,Thursday,14,Espresso,Coffee,1,65,65,Card
TX02496,2024-02-01,Thursday,9,Latte,Coffee,1,95,95,Card
TX02497,2024-02-01,Thursday,20,Espresso,Coffee,1,65,65,Card
TX02498,2024-02-01,Thursday,20,Sandwich,Food,1,130,130,Cash
TX02499,2024-02-02,Friday,20,Filter Coffee,Coffee,1,70,70,Card
TX02500,2024-02-02,Friday,20,Latte,Coffee,1,95,95,Card
TX02501,2024-02-02,Friday,19,Cheesecake,Dessert,1,140,140,Card
TX02502,2024-02-02,Friday,19,Sandwich,Food,2,130,260,Card
TX02503,2024-02-02,Friday,20,Black Tea,Tea,1,35,35,Card
TX02504,2024-02-02,Friday,13,Brownie,Dessert,1,110,110,Card
TX02505,2024-02-02,Friday,10,Espresso,Coffee,1,65,65,Card
TX02506,2024-02-02,Friday,9,Black Tea,Tea,1,35,35,Cash
TX02507,2024-02-02,Friday,14,Croissant,Pastry,2,75,150,Cash
TX02508,2024-02-02,Friday,18,Filter Coffee,Coffee,3,70,210,Card
TX02509,2024-02-02,Friday,10,Filter Coffee,Coffee,1,70,70,Mobile
TX02510,2024-02-02,Friday,17,Cheesecake,Dessert,1,140,140,Card
TX02511,2024-02-02,Friday,8,Black Tea,Tea,1,35,35,Card
TX02512,2024-02-02,Friday,19,Cappuccino,Coffee,1,90,90,Card
TX02513,2024-02-02,Friday,12,Croissant,Pastry,2,75,150,Card
TX02514,2024-02-02,Friday,17,Brownie,Dessert,1,110,110,Card
TX02515,2024-02-02,Friday,21,Cheesecake,Dessert,3,140,420,Card
TX02516,2024-02-02,Friday,18,Cappuccino,Coffee,1,90,90,Card
TX02517,2024-02-02,Friday,11,Latte,Coffee,1,95,95,Card
TX02518,2024-02-02,Friday,18,Green Tea,Tea,1,45,45,Card
TX02519,2024-02-02,Friday,9,Black Tea,Tea,1,35,35,Cash
TX02520,2024-02-02,Friday,8,Latte,Coffee,2,95,190,Cash
TX02521,2024-02-02,Friday,8,Croissant,Pastry,1,75,75,Cash
TX02522,2024-02-02,Friday,17,Brownie,Dessert,3,110,330,Card
TX02523,2024-02-02,Friday,17,Green Tea,Tea,1,45,45,Card
TX02524,2024-02-02,Friday,9,Black Tea,Tea,1,35,35,Card
TX02525,2024-02-02,Friday,8,Filter Coffee,Coffee,2,70,140,Card
TX02526,2024-02-02,Friday,17,Brownie,Dessert,2,110,220,Card
TX02527,2024-02-02,Friday,20,Black Tea,Tea,2,35,70,Card
TX02528,2024-02-02,Friday,11,Espresso,Coffee,2,65,130,Card
TX02529,2024-02-02,Friday,10,Latte,Coffee,2,95,190,Cash
TX02530,2024-02-02,Friday,15,Cheesecake,Dessert,1,140,140,Card
TX02531,2024-02-02,Friday,20,Latte,Coffee,1,95,95,Card
TX02532,2024-02-02,Friday,14,Black Tea,Tea,1,35,35,Card
TX02533,2024-02-02,Friday,14,Cappuccino,Coffee,1,90,90,Card
TX02534,2024-02-02,Friday,19,Green Tea,Tea,1,45,45,Cash
TX02535,2024-02-02,Friday,18,Green Tea,Tea,1,45,45,Card
TX02536,2024-02-02,Friday,18,Green Tea,Tea,2,45,90,Mobile
TX02537,2024-02-02,Friday,9,Espresso,Coffee,1,65,65,Card
TX02538,2024-02-02,Friday,8,Croissant,Pastry,1,75,75,Mobile
TX02539,2024-02-02,Friday,18,Brownie,Dessert,1,110,110,Card
TX02540,2024-02-02,Friday,14,Latte,Coffee,1,95,95,Card
TX02541,2024-02-02,Friday,9,Latte,Coffee,2,95,190,Card
TX02542,2024-02-02,Friday,8,Black Tea,Tea,3,35,105,Card
TX02543,2024-02-02,Friday,9,Filter Coffee,Coffee,2,70,140,Cash
TX02544,2024-02-02,Friday,17,Black Tea,Tea,1,35,35,Card
TX02545,2024-02-02,Friday,18,Brownie,Dessert,2,110,220,Card
TX02546,2024-02-02,Friday,8,Filter Coffee,Coffee,1,70,70,Cash
TX02547,2024-02-02,Friday,10,Latte,Coffee,1,95,95,Card
TX02548,2024-02-02,Friday,20,Green Tea,Tea,2,45,90,Card
TX02549,2024-02-02,Friday,19,Black Tea,Tea,2,35,70,Card
TX02550,2024-02-02,Friday,15,Cappuccino,Coffee,1,90,90,Card
TX02551,2024-02-02,Friday,11,Sandwich,Food,1,130,130,Cash
TX02552,2024-02-02,Friday,22,Espresso,Coffee,1,65,65,Card
TX02553,2024-02-02,Friday,8,Cappuccino,Coffee,2,90,180,Card
TX02554,2024-02-02,Friday,17,Green Tea,Tea,2,45,90,Card
TX02555,2024-02-02,Friday,18,Brownie,Dessert,1,110,110,Mobile
TX02556,2024-02-02,Friday,19,Espresso,Coffee,1,65,65,Card
TX02557,2024-02-02,Friday,11,Filter Coffee,Coffee,1,70,70,Card
TX02558,2024-02-03,Saturday,21,Latte,Coffee,2,95,190,Card
